start	end	text
577080	577600	愛
577600	578640	很奇怪
578640	580240	都只在這麼一顆小小的
580240	581840	白色星球的時候
581840	582920	你會不會
583560	584760	你這時候看不出來
584760	586160	四華功能
586160	586680	太多了
586680	588000	做什麼事情
588000	589920	其實它都沒有弄的
589920	591040	最終
591040	592680	我們的禮盒會成功
594960	596520	你為什麼要做所謂的好事
596520	598560	還有很難的事情
598560	599760	我以自己的方法
599760	601320	是用一個好處的動作
601320	602520	我是你爹
603400	604320	在視頻的結尾
604320	605400	我們必須向您強調
605400	606240	本次產品使用
606240	608000	說明書中的核心使命
608000	608760	那就是
608760	609760	盡最大可能
609760	611320	讓一起奮鬥的活敗
611320	612360	讓它幸福
612360	613160	付足
613160	614120	自由的生活
614120	614800	是的
614800	615760	我自由
617040	619400	所以這就是上手的全美
619400	620640	非常愛這BOSS P
620640	621680	但時機生
621680	622600	結成無憂
622600	623480	一直在這愛你
623480	625000	對人情的大人之時
625000	626440	你覺得TOP怎麼樣
626440	627480	可以準備好了
627480	629720	歡迎同學們相愛的朋友
629720	630840	那麼我們
630840	631840	BOSS P
635040	636040	隊長姐
636040	637040	我們跟著走
638040	639040	Yeah
640040	642040	這是我們公司的年會視頻
642040	643040	有點地獄
643040	644320	但是就這樣
644320	645200	所以我很期待看到
645200	645840	你們今年
645840	647240	你們的年會視頻
647240	648240	你們有嗎
649040	649640	沒有
649640	651040	放完了
651040	652040	No
653240	653840	好吧
653840	655240	那也沒有
655240	656440	我們繼續
656440	657320	好
657320	659320	管理到底是管事
659320	660520	還是管人
660520	661720	這是我們公司這麼多年
661720	663920	一直拋出來的問題
663920	666360	你們覺得是管人
666360	667680	還是管事
671680	672560	管人
672560	672960	管事
672960	674080	管人管事
675800	678480	我個人感覺
678480	679760	企業大到這個地步
679760	681680	已經沒有辦法管人了
681680	683440	因為每個人都是獨立的各級
683440	685200	還有著不同的靈魂
685200	687280	所以其實我個人的觀點是
687280	688400	管事
688400	690440	是個企業的核心
690440	691440	就是我不是很在乎
691440	693120	每個人的紀念是BOSS
693120	694360	I don't fuck with care
694360	696560	我每天紀念中什麼
696560	698200	這不重要
698200	700960	重要的是三個步驟
700960	703440	立項糾錯還覆盤
703440	704320	這是我們公司
704320	705600	一直非常非常
705600	707160	天使艦型的一個點
707160	708120	就是任何事情
708120	709840	必須有這三個步驟
709840	710880	如果沒有這個步驟
710880	712680	你就會不停地出現錯誤
712680	714240	而且沒有沉澱
715240	716920	所以本質上我覺得
716920	719840	我們企業是一家管事的公司
719840	722520	而不是管人的公司
722600	724520	這是我們公司運作的邏輯
724520	725560	我不確定飲食
725560	726720	是不是這個邏輯
726720	727240	應該是吧
727240	728440	我希望是吧
728440	729200	OK
729200	730600	然後
730600	733040	這是我們公司比較尊崇的一個鐵律
733040	734720	這個其實很重要
735520	736520	現在很多企業
736520	738360	會倒著來做這個事情
738360	740000	但其實應該順著來做
740000	742320	這個是有個本質的區別的
742320	743520	倒著做
743520	744680	會是老闆先說
744680	745000	哎呀
745000	746240	我們需要搭一個快速
746240	747880	能夠自動生產的系統
747880	749600	來做更多厲害的東西
749600	750120	然後說
750120	750240	哎呀
750240	751200	能不能快一點
751200	752200	這個太慢了
752240	752800	然後說
752800	754080	為什麼這個東西多麼複雜
754080	755400	能不能解化一點
755400	756320	然後說
756320	756680	哎呀
756680	758240	我們這個流程真是很多啊
758240	759240	趕快刪掉
759240	759960	然後最後說
759960	761360	為什麼我們要做這個項目
761360	763240	這個項目是為什麼來的
763240	764520	就是會很笨蛋
764520	768240	所以我們公司還是比較失望
768240	769840	我們能夠順著來做
769840	771360	首先是要明確需求
771360	772960	無論如何都要明確
772960	774440	然後再去刪解組件
774440	776040	解化產品設置
776040	777600	加快循環週期
777600	779840	最後再實現完全自動化脫手
779840	781640	反正這是我們公司
781640	783960	從特斯拉那邊偷的機子
783960	787080	這個論點我覺得還是挺有用的
787080	788720	所以我們用這個
788720	791560	結率還是算我們自己三分近的
791560	792600	OK
792600	793720	好
793720	794400	最後一個點
794400	795320	我想跟大家講一下
795320	797360	就是經歷偷取這個東西
797360	798680	什麼叫經歷偷取
798680	800480	這也是我們這幾年感知到的一個點
800480	802720	就是如果各位你們想做自媒體
802720	804160	如果說你們想做產品
804160	804720	或者做什麼
804720	806680	我認為都會設置到這一個點
806680	809560	如果說你要從零打造一個和諧的系統
809560	812120	在當今的世界是非常非常困難的
812120	813560	因為舉個例子
813560	816280	你要做一部短片或者做一部電影
816280	818400	你需要從零搭建一個劇本
818400	820240	一整個世界的故事線
820240	821880	它的所有的合理性
821880	823360	所有的製作人員 技術
823360	824280	所有的東西
824280	827600	都會被各個方面給牢牢遣制主題
827600	829320	一個人幾乎沒有辦法做到
829320	830560	穩定的更新
830560	832880	並且能夠做出高質量的內容
832880	834040	那唯一的辦法就是
834040	835720	只有偷取他人的經歷
835720	838320	這也是我們公司內部創造的一個理論
838320	839800	就是你想像一下
839800	842000	為什麼影視巨峰
842000	844320	能夠保持這麼高的更新的頻率
844320	846680	並且能有相對較高的質量
846680	848600	因為本質上我們一直都可以
848600	852640	能在獲取社會上已經沉澱的經驗
852640	856080	比如說有的人他擅長打鐵花
856080	858400	做那種特別厲害的飛機傳承
858400	860800	我們做的只是把擅長去對準他
860800	861720	但是不一定成熟
861720	863040	我們偷取了他這一輩子
863040	864320	做沉澱的經驗
864320	865960	所以這個視頻變得有趣
865960	866800	如果沒有這個人
866800	868280	這個視頻就是有趣的
868320	869880	所以我們一一來不停地執行自己
869880	871280	如果我們要做一個內容
871280	873320	有什麼經歷是我們可以借用的
873320	874920	因為這不是一個偷
874920	877000	這本上是一種借用
877000	879240	那同樣的做產品也是一樣的
879240	880720	不是代表抽習
880720	882000	而是代表有什麼東西
882000	884440	是我們可以先站在前面的肩膀上往上走
884440	886880	這個點一定得想得很明白在落地
886880	889080	反正這是我們公司
889080	890880	思考下來的一些結果
890880	892600	我不廢話太多
892600	893720	我下一個
893720	895480	為什麼跳那麼快
895480	897080	好
897080	899000	那產生的結果是什麼
899000	900000	我們公司也會看到
900000	901240	怎麼去偷經歷
901240	902480	全球的旅遊
902480	903600	因為像Links Photograph
903600	904240	有沒有看到
904240	905720	他能夠做很厲害的視頻
905720	907280	他只有兩個人
907280	908600	他和他旗子
908600	910080	那怎麼做到了
910080	911280	因為本質上把攝影機
911280	912640	對準了美麗的大自然
912640	913840	我們偷取了大自然
913840	915080	幾千年
915080	916720	上萬年幾十億年
916720	918400	沉澱的東西
918400	920560	那你拍出來當然就是好看的
920560	922360	所以我們偷取了
922360	923640	各個地方的經歷
923640	925040	所以才能產出內容
925040	926040	這時候會進行自己
926040	927040	所以我們公司
927040	928600	去年我們只有170個人
928600	931600	但是我們有34個出國的項目
931600	933400	出國超之超之多
933400	935280	因為這樣可以偷取很多地方的
935280	937000	這些自然風光
937000	938440	然後呢
938440	940080	我們大家
940080	942920	也做了很多現場值的節目
942920	945120	不管是去探訪
945120	948000	世界上最大的勿文代謝工廠
948000	950360	還是去做
950360	951560	荒島生衡
951560	952720	還有直播
952720	954440	因為這個直播看起來很簡單
954440	957200	但是本質上背後有100個人在服務
957200	958480	所以才能把所有的經歷
958480	960320	給去到一起顯得很有趣
960320	961760	我們的直播今年總共
961760	964800	獲得了2個億人次的收視率
964800	966760	是非常恐怖的一個數據
966760	968960	就是我們今年全年的直播
968960	971600	然後當然我們的百合資票也很糊
971600	973360	這是我們產出的這些結果
973360	975440	更重要的就是過程
975440	977080	我一直認為人生很重要的
977080	978200	不是結果
978200	980720	很多人認為結果是我所需要的
980720	981880	結果帶給你的真的
981880	984160	只有那麼5分鐘以後的快感
984200	985600	或者10分鐘
985600	986600	重要的是過程
986600	988560	這是我一直有的觀點
989760	992000	所以在我形成了這個理念以後
992000	994840	我在2022年
994840	996560	給自己發了一個事
996560	998440	就是說我要
998440	1000280	在我人生的這麼短暫的
1000280	1002120	一個年輕的時間裡面
1002120	1004800	盡我所能去感受世界的分凡
1004800	1006320	而且帶著我的夥伴們一起
1006320	1008080	去感受這個世界的大
1008080	1009080	因為我覺得這是
1009080	1010240	我這輩子最想做的事情
1010240	1013080	就是感受世界上有不同的活法
1013120	1014800	如果說
1014800	1016120	我能夠走遍世界
1016120	1018280	我知道有的人是這樣活著的
1018280	1019960	有的人可以那樣活著
1019960	1022240	那我對於世界
1022240	1023440	不是說格局吧
1023440	1024680	但是我對於世界
1024680	1025640	還有自己的內心
1025640	1026960	和解感會好很多
1026960	1028480	我會更平靜
1028480	1030120	所以我們就這麼做了
1030120	1031760	我們把所有的錢
1031760	1033720	全部都用在了體驗上
1033720	1036040	就希望給我們的夥伴
1038360	1040320	一個讓他老了
1040320	1042080	還能記住的人生體驗
1042080	1043840	所以這是我們公司的目標
1043840	1044880	所以接下來
1044880	1046640	我會放一段正經一點的視頻
1046640	1048280	展示一下我們公司
1048280	1050080	大家在創作時候的樣子
1050080	1051080	我們來看一下
1052880	1054080	都驚的是你
1054080	1055080	OK啊
1059080	1061280	將來時鋼發動前
1064480	1065960	人生第一次見
1065960	1067080	殺手後
1067680	1068960	我還想說
1068960	1070080	別忘了這個時間
1070080	1071280	講的全程
1072080	1074280	我這五年變化的最大的就是
1074280	1075880	變得可以有情感
1075880	1077280	你發展的多時潛質
1077280	1078880	可以被實現的目標
1078880	1080200	都還要幫助你
1080200	1081400	一起完成的
1086680	1087400	你覺得嗎
1087400	1088680	今天感覺
1088680	1089480	應該這樣子的
1089480	1091080	我剛想說的面積極
1091880	1093080	你喜歡嗎
1093080	1093880	你把你的
1093880	1094320	好
1094320	1095080	好玩啊
1097480	1098480	大家一起
1098480	1099080	一起
1099080	1099680	一起
1099680	1100480	一起
1100480	1101080	一起
1101080	1101880	一起
1102080	1103080	一起
1112080	1112880	為他自己
1112880	1115080	確實已經變成了變成了
1115080	1116280	我想說點話嗎
1116280	1117480	我還想說點話
1117480	1118480	我還想說點話
1126480	1127880	你忘了時間的
1127880	1128880	我還想說點話
1128880	1129880	我還想說點話
1129880	1131680	我還想說點話
1131680	1133280	我還想說點話
1161680	1162480	好
1186080	1188680	大家的需求給完成
1188680	1190080	就是我這個崗位
1190080	1191080	你用我的意思
1191080	1193480	你倆用我一點時間
1193480	1194880	我只能盡快
1194880	1196880	你用我一點時間
1196880	1198880	我今天我就算不出賣了
1198880	1200880	二十三萬錢
1204880	1206880	好喜歡啊
1206880	1207880	好
1207880	1208880	好
1208880	1209880	好
1209880	1210880	好
1210880	1211880	好
1211880	1212880	好
1212880	1213880	好
1213880	1214880	好
1214880	1215880	好
1215880	1216880	好
1216880	1217880	好
1217880	1218880	好
1218880	1219680	好
1219680	1220680	好
1220680	1221480	好
1248480	1250080	所以這大概就是我們的
1250080	1251480	期間
1251480	1253080	什麼
1253080	1253880	什麼又來一點
1253880	1254280	不用
1254280	1255080	不用再來再接二十萬
1255080	1256080	什麼又來一點
1256080	1258080	到到到到到到到
1258080	1259480	到
1259480	1260080	謝謝你
1260080	1261080	好
1261080	1261280	對
1261280	1262480	所以希望各位能
1262480	1264080	感受到就在
1264080	1265080	我們的感覺
1265080	1267080	我覺得創作是非常快樂的
1267080	1268080	所以我很感激
1268080	1270680	我們能和影視一起同行
1270680	1271880	能夠走上這條
1271880	1273680	不知道未來是什麼樣的路
1273680	1275080	我覺得還挺有意思的
1275080	1275880	OK
1275880	1276680	最後一點
1276680	1278280	我們公司關於我們
1278280	1280280	我們公司的二六年的計畫
1280280	1281280	給大家看一下
1281280	1284280	二六年我們在剛剛開始出海
1284280	1286280	你們已經是海外非常厲害的巨頭了
1286280	1288280	當我們在剛剛開始出海
1288280	1289280	今年的話
1289280	1291280	我們的店商會開始出海
1291280	1293280	我會開始把我們的節目
1293280	1294280	全部重新錄製
1294280	1295280	不用AI
1295280	1296280	全部重錄
1296280	1298280	錄成英文版
1298280	1299280	然後的話呢
1299280	1301280	我們也會做支出費的出海
1301280	1303280	這是我們二六年的一些
1303280	1304280	出海的計畫
1304280	1306280	然後我們公司今年
1306280	1307280	全員部署的JMI
1307280	1310280	每個人都有獨立的Pro的賬號
1310280	1312280	因為我認為AI這個時代
1312280	1313280	真的很重要
1313280	1316280	我們確定影視會不會部署
1316280	1317280	但是我感覺應該會
1317280	1318280	大概也是會的
1318280	1320280	JK應該會給大家部署
1320280	1322280	很多的JAM9
1322280	1323280	會嗎
1323280	1325280	會嗎JK
1325280	1326280	會嗎
1326280	1327280	會的
1327280	1328280	老大
1328280	1329280	本來我打算說
1329280	1331280	你不會給大家部署的話
1331280	1333280	你就再抽兩倍的獎
1333280	1334280	但是你會
1334280	1335280	你能不能抽一倍的獎
1335280	1336280	再抽一倍
1336280	1337280	再加一倍的Switcher
1337280	1339280	再加20台費嗎
1339280	1340280	他說好
1340280	1341280	他說好
1345280	1347280	JK給大家的20台Switcher
1347280	1348280	非常不錯
1348280	1349280	謝謝JK
1349280	1351280	好 那我們下一個
1351280	1353280	這個我覺得比較有意思
1353280	1354280	這個也是要
1354280	1356280	JK或者Leon拍板的一個東西
1356280	1358280	因為我們公司呢
1358280	1360280	我今年
1360280	1363280	打算拿出快小100萬
1363280	1364280	支持我們其中一位員工
1364280	1366280	我給他9個月的假
1366280	1368280	我只有一個目的
1368280	1369280	今年年底的時候
1369280	1370280	他得站在主風頂上
1370280	1372280	所以
1372280	1375280	所以我已經提供了一個人
1375280	1376280	你提供嗎
1376280	1377280	他同意了
1377280	1379280	各位可以競選一下
1379280	1380280	誰想他出沒拉馬風
1380280	1382280	影視也出100萬
1382280	1383280	好嗎
1383280	1384280	好的 可以了
1384280	1385280	太好了 非常好
1385280	1386280	這樣沒有一個夥伴
1386280	1387280	沒有兩個人
1387280	1388280	這樣安全一點
1388280	1389280	太好了
1389280	1390280	所以各位
1390280	1391280	到時候我們來研究一下
1391280	1392280	怎麼樣來做一個聯動
1392280	1393280	我們一起來看看
1393280	1394280	能不能
1394280	1395280	9個月的時間
1395280	1398280	讓一個本身就具有登山經驗
1398280	1399280	熱愛登山的
1399280	1401280	但是是個普通人
1401280	1403280	能夠最終站在主風頂上
1403280	1404280	我覺得還挺帶勁的
1404280	1406280	能夠製作整個學習的故事
1406280	1408280	好 OK
1408280	1411280	所以我的分享其實就這些
1411280	1413280	我希望各位看得覺得有點意思
1413280	1414280	我不會講很久
1414280	1416280	所以謝謝大家
1416280	1417280	非常感謝
1422280	1423280	謝謝
