start	end	text
134480	137240	所以我觉得各位就是
137240	139640	也是可以作为参考
139640	142400	好那么
142400	144360	第二个点
144360	146240	好的作品和赚钱
146240	148440	是没有直接关联的
148440	152840	这个观点其实是很多工程师通常会
152840	154840	不一定完全认可
154840	158000	但是我个人感觉是这几年做下来就是这样
158000	160080	就是你做的那种好和荣收
160080	163800	其实真的没有本质上的关系
163800	165640	营收是一个多维的东西
165640	167320	我就举个例子
167320	169360	比如说
169360	170360	比如说
170360	174680	我要怎么样说这个东西又冒犯大家呢
174680	176400	你们觉得你们产品线算了
176400	178960	不说不拿你们举例子
178960	181400	好
181400	183120	我先来看
183120	184600	有什么东西是我们说的
184600	186080	是不冒犯
186080	187520	没有
187520	192480	反正简单来说
192480	195640	假如说你们友商的那种高级无人级专业品
195640	197960	它的这个画质非常非常好
197960	200040	它的各方面非常非常强劲
200040	202320	或者是那种可以变形的或者什么
202360	205600	但是它的销量时装不会和名品及食品
205600	208600	那包括饮食系列的Pro系列其实也是一样的
208600	210040	为什么Pro系列不能更新
210040	212160	因为Pro系列它是一个好的作品
212160	213560	但它不能赚钱
213560	215360	饮食到了现在这个阶段
215360	217760	我觉得也会意识到它是一个大同它的品牌
217760	221080	只能做一个让售中越来越多的产品
221080	223080	而不能做一个售中越来越小的产品
223080	225560	所以各位在研发的时候也得时刻思考
225560	227000	我的触达是多少
227000	229880	为什么这几年饮食曲风会有本身会有很大的增长
229880	232840	因为我们在三年前有了一个思维上的转变
232840	237280	就是你的你想的事情越大
237280	239000	你想要触达的人越多
239000	242040	会直接影响到你接下来的动作和行为
242040	245280	我们以前觉得我们是一家做科技评测的频道
245280	248960	那我们的售中可能全国算下来只有400万人
248960	251400	然后我们觉得也许我们不能做这么少的内容
251400	254640	我们开始做自然社科人文科普类的内容
254640	258280	我们发现中国大概有1亿人会对这个内容感兴趣
258280	260520	然后我们发现我们的账号开始兴致的增长
260520	262760	我们的各方面都开始开始增长
262760	265280	但是到后面我们发现
265280	269080	这也许并不是我们能够做的更大的想法
269080	271760	所以我们开始像影视像Singapore
271760	274320	我们去思考到底什么内容
274320	276960	能让所有年龄段的人类都能看
276960	278520	并且能够跨语言
278520	280720	那看起来似乎只有综艺这条路
280720	283880	尤其是真实性综艺这种路
283880	285280	是大多数人爱看的
285280	287360	所以我们开发了我们的荒岛生存
287360	289040	我们的各种直播系列
289040	290160	那到了这个系列
290160	292880	我们的售中已经增加到了10亿人左右
292880	294240	就潜在的用户
294240	297680	所以你会看到我们的增长也确实是和这个相关联的
297680	299640	就是增长的非常大的兴趣
299640	302040	所以本质上好作品和赚钱
302040	303760	不存在直接关联
303760	305400	然后这个点也很重要
305400	307120	Do stupid thing win stupid prize
307120	310320	就是你做蠢事你就会赢到一个很蠢的奖
310320	312720	对于大企业来说更是这样
312720	316360	一个决策很有可能就会导致所有人一起干很蠢的事情
316360	318680	所以我觉得这可能是很难的一点
318680	320880	这是这两年我们感受越来越深了
320880	324760	一个简单的决策会导致一个很灾难性的后果
324760	329800	所以就是只能各位在做的时候思考一下不要做蠢事
329800	332080	因为你会赢得的只有存奖
332080	335240	这也是我们企业的得出的一个结论
335240	336720	再往下还有什么东西吗
336720	340560	这个没有人有空陪你无聊
340560	341920	这个其实也很重要
341920	344000	因为我个人不喜欢讲都是讲特别长
344000	346040	所以你看到我语速特别特别快
346040	348840	因为我喜欢很高的信心密度
348840	350960	在这个时代你不管是视频
350960	352360	还是别的给人讲述
352360	354080	或者将来我不知道你们要创业
354080	356360	你们要去给别人做一个pitch
356360	358280	或者跟投资人讲一个东西
358280	360480	你必须得成为一个有趣的人
360480	362400	没有任何时间可以无聊
362400	365360	所以讲究和幽默就是我们企业文化就很重要
365360	368560	那为了体现我们公司人有没有渐行这个逻辑
368560	372320	各位你们想不想开一条我们公司人做的年会视频
372320	373560	就是我们公司放的
373560	375360	从来没有对外放印度
375360	376080	没有人想看吗
376080	377560	好吗 教官
377560	379400	有吗 有 好行
379400	380400	那我们放好不好
380400	383600	是他们做了一个我们年会2024年
383600	386480	他们做了一个评测我的视频
386480	388360	我们来看一看
388360	390240	请导播中心帮我放了一下视频
390240	391240	谢谢
397080	400520	这也是巨风2024年最新推出的千年
400520	402240	180年来的精神大小
402240	404040	130记的精神内存
404040	405920	还有17当地的动作看不出来
405920	407360	而像你之前的版本
407360	410080	最大的精神在于曲的音质之际
410080	412280	是保留岁月的存在的技术
412280	413440	所以年会之际
413440	415400	让我请你好看的音乐
415400	416440	看著耀天
416440	418280	要说你对自己是巨风的
418280	419880	听著肉的音乐
434640	435520	在星际上
435520	436640	机身素材相比去年
436640	438120	有了很大的提升
438120	439400	正面手感柔软的
439400	440880	但要注意平台通气
440880	442040	背面较为硬实
442040	443760	但需要注意平台敖敖
443760	445320	今年推出的J-LOOK PRO
445320	446680	还是熟悉的搭配
446680	448960	轻薄机身配上浓郁的毛发
448960	451480	以及可拆卸的双目鱼眼镜头
451480	453440	不常于去年讨好性能的版本
453440	455760	也是非常讨好性能的
455760	457320	显得我已经不仅满足了
457320	459640	新一笔新铭的铭利也强大了一笔
459640	460840	耀天跟星际版本
460840	462080	可以跟去年节目内容
462080	464000	舒服的模式是真的有养的
464320	465960	男老师 换我看看
465960	467040	我的支持
467040	468040	麻烦
468040	469960	放手的他也不需要太多的学习成分
469960	471400	只需要这样轻轻一推
471400	474160	听到一声非常带劲的开机音教徒后
474160	475560	我们就可以开始熟悉
476440	478720	音乐素质就是最可供的一部分
478720	481200	我们全新推出五万幅PD快速版本
481200	482440	只需要这样轻松
484240	485560	学好瞬间拉满
486200	487360	Now back to James
494360	496720	音质方面不同于之前的气泡版中的音
496720	498200	因为我不满
498200	500360	今年的想法更加同意所爱
500360	502520	增加了非常多丰富的音效模式
505520	506160	I'm going to do it
506160	507000	G-Master
507000	507840	I'm gonna do it
507840	509840	那最后我们来休息一下价值
509840	510840	今年也是巨峰
510840	512760	还是提供了三个版本来更有选择
512760	514640	除了基础款的天锋铺肉之外
514640	516280	我们还有更为珍贵的
516280	517640	水苗ARCHER
517640	519160	我们还有更为珍贵的
519160	520200	水苗ARCHER
520200	521720	我们还有更为珍贵的
521760	523720	以及价格更为清淡
523720	524960	张扬美妮
524960	526600	至于研究了什么性质
526600	528600	那就等你自己来参选
531600	533920	咱们对家里这样如此巨量如此来说
533920	535160	今年在更新
535160	536560	算说还不错
536560	538160	但是你难得会要问一句
539960	540960	还有啥
552720	554960	那就是全新的四华功能
554960	556280	只要将会议三配件
556280	557280	是一臂面
558160	559520	但是可以申请各种效能
559520	560640	尤其别为清华
560640	562080	还有广大功能才无的
562080	562920	一个是四华
562920	564520	让大家看几张VCR
567240	569720	当它反过来说
569720	571960	当你看著我们那时候有个历史
573160	574560	变化礼盒
574560	576040	英雄小人
577080	577600	爱
577600	578640	很奇怪
578640	580240	都只在这么一颗小小的
580240	581840	白色星球的时候
581840	582920	你会不会
583560	584760	你这时候看不出来
584760	586160	四华功能
586160	586680	太多了
586680	588000	做什么事情
588000	589920	其实它都没有弄的
589920	591040	最终
591040	592680	我们的礼盒会成功
594960	596520	你为什么要做所谓的好事
596520	598560	还有很难的事情
598560	599760	我以自己的方法
599760	601320	是用一个好处的动作
601320	602520	我是你爹
603400	604320	在视频的结尾
604320	605400	我们必须向您强调
605400	606240	本次产品使用
606240	608000	说明书中的核心使命
608000	608760	那就是
608760	609760	尽最大可能
609760	611320	让一起奋斗的活败
611320	612360	让它幸福
612360	613160	付足
613160	614120	自由的生活
614120	614800	是的
614800	615760	我自由
617040	619400	所以这就是上手的全美
619400	620640	非常爱这BOSS P
620640	621680	但时机生
621680	622600	结成无忧
622600	623480	一直在这爱你
623480	625000	对人情的大人之时
625000	626440	你觉得TOP怎么样
626440	627480	可以准备好了
627480	629720	欢迎同学们相爱的朋友
629720	630840	那么我们
630840	631840	BOSS P
635040	636040	队长姐
636040	637040	我们跟著走
638040	639040	Yeah
640040	642040	这是我们公司的年会视频
642040	643040	有点地狱
643040	644320	但是就这样
644320	645200	所以我很期待看到
645200	645840	你们今年
645840	647240	你们的年会视频
647240	648240	你们有吗
649040	649640	没有
649640	651040	放完了
651040	652040	No
653240	653840	好吧
653840	655240	那也没有
655240	656440	我们继续
656440	657320	好
657320	659320	管理到底是管事
659320	660520	还是管人
660520	661720	这是我们公司这么多年
661720	663920	一直抛出来的问题
663920	666360	你们觉得是管人
666360	667680	还是管事
671680	672560	管人
672560	672960	管事
672960	674080	管人管事
675800	678480	我个人感觉
678480	679760	企业大到这个地步
679760	681680	已经没有办法管人了
681680	683440	因为每个人都是独立的各级
683440	685200	还有著不同的灵魂
685200	687280	所以其实我个人的观点是
687280	688400	管事
688400	690440	是个企业的核心
690440	691440	就是我不是很在乎
691440	693120	每个人的纪念是BOSS
693120	694360	I don't fuck with care
694360	696560	我每天纪念中什么
696560	698200	这不重要
698200	700960	重要的是三个步骤
700960	703440	立项纠错还覆盘
703440	704320	这是我们公司
704320	705600	一直非常非常
705600	707160	天使舰型的一个点
707160	708120	就是任何事情
708120	709840	必须有这三个步骤
709840	710880	如果没有这个步骤
710880	712680	你就会不停地出现错误
712680	714240	而且没有沉淀
715240	716920	所以本质上我觉得
716920	719840	我们企业是一家管事的公司
719840	722520	而不是管人的公司
722600	724520	这是我们公司运作的逻辑
724520	725560	我不确定饮食
725560	726720	是不是这个逻辑
726720	727240	应该是吧
727240	728440	我希望是吧
728440	729200	OK
729200	730600	然后
730600	733040	这是我们公司比较尊崇的一个铁律
733040	734720	这个其实很重要
735520	736520	现在很多企业
736520	738360	会倒著来做这个事情
738360	740000	但其实应该顺著来做
740000	742320	这个是有个本质的区别的
742320	743520	倒著做
743520	744680	会是老板先说
744680	745000	哎呀
745000	746240	我们需要搭一个快速
746240	747880	能够自动生产的系统
747880	749600	来做更多厉害的东西
749600	750120	然后说
750120	750240	哎呀
750240	751200	能不能快一点
751200	752200	这个太慢了
752240	752800	然后说
752800	754080	为什么这个东西多么复杂
754080	755400	能不能解化一点
755400	756320	然后说
756320	756680	哎呀
756680	758240	我们这个流程真是很多啊
758240	759240	赶快删掉
759240	759960	然后最后说
759960	761360	为什么我们要做这个项目
761360	763240	这个项目是为什么来的
763240	764520	就是会很笨蛋
764520	768240	所以我们公司还是比较失望
768240	769840	我们能够顺著来做
769840	771360	首先是要明确需求
771360	772960	无论如何都要明确
772960	774440	然后再去删解组件
774440	776040	解化产品设置
776040	777600	加快循环周期
777600	779840	最后再实现完全自动化脱手
779840	781640	反正这是我们公司
781640	783960	从特斯拉那边偷的机子
783960	787080	这个论点我觉得还是挺有用的
787080	788720	所以我们用这个
788720	791560	结率还是算我们自己三分近的
791560	792600	OK
792600	793720	好
793720	794400	最后一个点
794400	795320	我想跟大家讲一下
795320	797360	就是经历偷取这个东西
797360	798680	什么叫经历偷取
798680	800480	这也是我们这几年感知到的一个点
800480	802720	就是如果各位你们想做自媒体
802720	804160	如果说你们想做产品
804160	804720	或者做什么
804720	806680	我认为都会设置到这一个点
806680	809560	如果说你要从零打造一个和谐的系统
809560	812120	在当今的世界是非常非常困难的
812120	813560	因为举个例子
813560	816280	你要做一部短片或者做一部电影
816280	818400	你需要从零搭建一个剧本
818400	820240	一整个世界的故事线
820240	821880	它的所有的合理性
821880	823360	所有的制作人员 技术
823360	824280	所有的东西
824280	827600	都会被各个方面给牢牢遣制主题
827600	829320	一个人几乎没有办法做到
829320	830560	稳定的更新
830560	832880	并且能够做出高质量的内容
832880	834040	那唯一的办法就是
834040	835720	只有偷取他人的经历
835720	838320	这也是我们公司内部创造的一个理论
838320	839800	就是你想像一下
839800	842000	为什么影视巨峰
842000	844320	能够保持这么高的更新的频率
844320	846680	并且能有相对较高的质量
846680	848600	因为本质上我们一直都可以
848600	852640	能在获取社会上已经沉淀的经验
852640	856080	比如说有的人他擅长打铁花
856080	858400	做那种特别厉害的飞机传承
858400	860800	我们做的只是把擅长去对准他
860800	861720	但是不一定成熟
861720	863040	我们偷取了他这一辈子
863040	864320	做沉淀的经验
864320	865960	所以这个视频变得有趣
865960	866800	如果没有这个人
866800	868280	这个视频就是有趣的
868320	869880	所以我们一一来不停地执行自己
869880	871280	如果我们要做一个内容
871280	873320	有什么经历是我们可以借用的
873320	874920	因为这不是一个偷
874920	877000	这本上是一种借用
877000	879240	那同样的做产品也是一样的
879240	880720	不是代表抽习
880720	882000	而是代表有什么东西
882000	884440	是我们可以先站在前面的肩膀上往上走
884440	886880	这个点一定得想得很明白在落地
886880	889080	反正这是我们公司
889080	890880	思考下来的一些结果
890880	892600	我不废话太多
892600	893720	我下一个
893720	895480	为什么跳那么快
895480	897080	好
897080	899000	那产生的结果是什么
899000	900000	我们公司也会看到
900000	901240	怎么去偷经历
901240	902480	全球的旅游
902480	903600	因为像Links Photograph
903600	904240	有没有看到
904240	905720	他能够做很厉害的视频
905720	907280	他只有两个人
907280	908600	他和他旗子
908600	910080	那怎么做到了
910080	911280	因为本质上把摄影机
911280	912640	对准了美丽的大自然
912640	913840	我们偷取了大自然
913840	915080	几千年
915080	916720	上万年几十亿年
916720	918400	沉淀的东西
918400	920560	那你拍出来当然就是好看的
920560	922360	所以我们偷取了
922360	923640	各个地方的经历
923640	925040	所以才能产出内容
925040	926040	这时候会进行自己
926040	927040	所以我们公司
927040	928600	去年我们只有170个人
928600	931600	但是我们有34个出国的项目
931600	933400	出国超之超之多
933400	935280	因为这样可以偷取很多地方的
935280	937000	这些自然风光
937000	938440	然后呢
938440	940080	我们大家
940080	942920	也做了很多现场值的节目
942920	945120	不管是去探访
945120	948000	世界上最大的勿文代谢工厂
948000	950360	还是去做
950360	951560	荒岛生衡
951560	952720	还有直播
952720	954440	因为这个直播看起来很简单
954440	957200	但是本质上背后有100个人在服务
957200	958480	所以才能把所有的经历
958480	960320	给去到一起显得很有趣
960320	961760	我们的直播今年总共
961760	964800	获得了2个亿人次的收视率
964800	966760	是非常恐怖的一个数据
966760	968960	就是我们今年全年的直播
968960	971600	然后当然我们的百合资票也很糊
971600	973360	这是我们产出的这些结果
973360	975440	更重要的就是过程
975440	977080	我一直认为人生很重要的
977080	978200	不是结果
978200	980720	很多人认为结果是我所需要的
980720	981880	结果带给你的真的
981880	984160	只有那么5分钟以后的快感
984200	985600	或者10分钟
985600	986600	重要的是过程
986600	988560	这是我一直有的观点
989760	992000	所以在我形成了这个理念以后
992000	994840	我在2022年
994840	996560	给自己发了一个事
996560	998440	就是说我要
998440	1000280	在我人生的这么短暂的
1000280	1002120	一个年轻的时间里面
1002120	1004800	尽我所能去感受世界的分凡
1004800	1006320	而且带著我的伙伴们一起
1006320	1008080	去感受这个世界的大
1008080	1009080	因为我觉得这是
1009080	1010240	我这辈子最想做的事情
1010240	1013080	就是感受世界上有不同的活法
1013120	1014800	如果说
1014800	1016120	我能够走遍世界
1016120	1018280	我知道有的人是这样活著的
1018280	1019960	有的人可以那样活著
1019960	1022240	那我对于世界
1022240	1023440	不是说格局吧
1023440	1024680	但是我对于世界
1024680	1025640	还有自己的内心
1025640	1026960	和解感会好很多
1026960	1028480	我会更平静
1028480	1030120	所以我们就这么做了
1030120	1031760	我们把所有的钱
1031760	1033720	全部都用在了体验上
1033720	1036040	就希望给我们的伙伴
1038360	1040320	一个让他老了
1040320	1042080	还能记住的人生体验
1042080	1043840	所以这是我们公司的目标
1043840	1044880	所以接下来
1044880	1046640	我会放一段正经一点的视频
1046640	1048280	展示一下我们公司
1048280	1050080	大家在创作时候的样子
1050080	1051080	我们来看一下
1052880	1054080	都惊的是你
1054080	1055080	OK啊
1059080	1061280	将来时钢发动前
1064480	1065960	人生第一次见
1065960	1067080	杀手后
1067680	1068960	我还想说
1068960	1070080	别忘了这个时间
1070080	1071280	讲的全程
1072080	1074280	我这五年变化的最大的就是
1074280	1075880	变得可以有情感
1075880	1077280	你发展的多时潜质
1077280	1078880	可以被实现的目标
1078880	1080200	都还要帮助你
1080200	1081400	一起完成的
1086680	1087400	你觉得吗
1087400	1088680	今天感觉
1088680	1089480	应该这样子的
1089480	1091080	我刚想说的面积极
1091880	1093080	你喜欢吗
1093080	1093880	你把你的
1093880	1094320	好
1094320	1095080	好玩啊
1097480	1098480	大家一起
1098480	1099080	一起
1099080	1099680	一起
1099680	1100480	一起
1100480	1101080	一起
1101080	1101880	一起
1102080	1103080	一起
1112080	1112880	为他自己
1112880	1115080	确实已经变成了变成了
1115080	1116280	我想说点话吗
1116280	1117480	我还想说点话
1117480	1118480	我还想说点话
1126480	1127880	你忘了时间的
1127880	1128880	我还想说点话
1128880	1129880	我还想说点话
1129880	1131680	我还想说点话
1131680	1133280	我还想说点话
1161680	1162480	好
1186080	1188680	大家的需求给完成
1188680	1190080	就是我这个岗位
1190080	1191080	你用我的意思
1191080	1193480	你俩用我一点时间
1193480	1194880	我只能尽快
1194880	1196880	你用我一点时间
1196880	1198880	我今天我就算不出卖了
1198880	1200880	二十三万钱
1204880	1206880	好喜欢啊
1206880	1207880	好
1207880	1208880	好
1208880	1209880	好
1209880	1210880	好
1210880	1211880	好
1211880	1212880	好
1212880	1213880	好
1213880	1214880	好
1214880	1215880	好
1215880	1216880	好
1216880	1217880	好
1217880	1218880	好
1218880	1219680	好
1219680	1220680	好
1220680	1221480	好
1248480	1250080	所以这大概就是我们的
1250080	1251480	期间
1251480	1253080	什么
1253080	1253880	什么又来一点
1253880	1254280	不用
1254280	1255080	不用再来再接二十万
1255080	1256080	什么又来一点
1256080	1258080	到到到到到到到
1258080	1259480	到
1259480	1260080	谢谢你
1260080	1261080	好
1261080	1261280	对
1261280	1262480	所以希望各位能
1262480	1264080	感受到就在
1264080	1265080	我们的感觉
1265080	1267080	我觉得创作是非常快乐的
1267080	1268080	所以我很感激
1268080	1270680	我们能和影视一起同行
1270680	1271880	能够走上这条
1271880	1273680	不知道未来是什么样的路
1273680	1275080	我觉得还挺有意思的
1275080	1275880	OK
1275880	1276680	最后一点
1276680	1278280	我们公司关于我们
1278280	1280280	我们公司的二六年的计划
1280280	1281280	给大家看一下
1281280	1284280	二六年我们在刚刚开始出海
1284280	1286280	你们已经是海外非常厉害的巨头了
1286280	1288280	当我们在刚刚开始出海
1288280	1289280	今年的话
1289280	1291280	我们的店商会开始出海
1291280	1293280	我会开始把我们的节目
1293280	1294280	全部重新录制
1294280	1295280	不用AI
1295280	1296280	全部重录
1296280	1298280	录成英文版
1298280	1299280	然后的话呢
1299280	1301280	我们也会做支出费的出海
1301280	1303280	这是我们二六年的一些
1303280	1304280	出海的计划
1304280	1306280	然后我们公司今年
1306280	1307280	全员部署的JMI
1307280	1310280	每个人都有独立的Pro的账号
1310280	1312280	因为我认为AI这个时代
1312280	1313280	真的很重要
1313280	1316280	我们确定影视会不会部署
1316280	1317280	但是我感觉应该会
1317280	1318280	大概也是会的
1318280	1320280	JK应该会给大家部署
1320280	1322280	很多的JAM9
1322280	1323280	会吗
1323280	1325280	会吗JK
1325280	1326280	会吗
1326280	1327280	会的
1327280	1328280	老大
1328280	1329280	本来我打算说
1329280	1331280	你不会给大家部署的话
1331280	1333280	你就再抽两倍的奖
1333280	1334280	但是你会
1334280	1335280	你能不能抽一倍的奖
1335280	1336280	再抽一倍
1336280	1337280	再加一倍的Switcher
1337280	1339280	再加20台费吗
1339280	1340280	他说好
1340280	1341280	他说好
1345280	1347280	JK给大家的20台Switcher
1347280	1348280	非常不错
1348280	1349280	谢谢JK
1349280	1351280	好 那我们下一个
1351280	1353280	这个我觉得比较有意思
1353280	1354280	这个也是要
1354280	1356280	JK或者Leon拍板的一个东西
1356280	1358280	因为我们公司呢
1358280	1360280	我今年
1360280	1363280	打算拿出快小100万
1363280	1364280	支持我们其中一位员工
1364280	1366280	我给他9个月的假
1366280	1368280	我只有一个目的
1368280	1369280	今年年底的时候
1369280	1370280	他得站在主风顶上
1370280	1372280	所以
1372280	1375280	所以我已经提供了一个人
1375280	1376280	你提供吗
1376280	1377280	他同意了
1377280	1379280	各位可以竞选一下
1379280	1380280	谁想他出没拉马风
1380280	1382280	影视也出100万
1382280	1383280	好吗
1383280	1384280	好的 可以了
1384280	1385280	太好了 非常好
1385280	1386280	这样没有一个伙伴
1386280	1387280	没有两个人
1387280	1388280	这样安全一点
1388280	1389280	太好了
1389280	1390280	所以各位
1390280	1391280	到时候我们来研究一下
1391280	1392280	怎么样来做一个联动
1392280	1393280	我们一起来看看
1393280	1394280	能不能
1394280	1395280	9个月的时间
1395280	1398280	让一个本身就具有登山经验
1398280	1399280	热爱登山的
1399280	1401280	但是是个普通人
1401280	1403280	能够最终站在主风顶上
1403280	1404280	我觉得还挺带劲的
1404280	1406280	能够制作整个学习的故事
1406280	1408280	好 OK
1408280	1411280	所以我的分享其实就这些
1411280	1413280	我希望各位看得觉得有点意思
1413280	1414280	我不会讲很久
1414280	1416280	所以谢谢大家
1416280	1417280	非常感谢
1422280	1423280	谢谢
